year,make,model,trim,type,damage,price,odometer,lot,vin,date,location,state,source,auction,url
2018,Honda,Accord,Touring,Sc,Front End,0,92359 mi,79175405,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2021,Kia,Forte,Gt Line,Sc,Front End,0,33491 mi,75494605,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2020,Chevrolet,Colorado,Lt,Sc,Rollover,0,113677 mi,74990825,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2022,Tesla,Model Y,,Sc,Front End,0,70112 mi,75013095,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2023,Honda,Hr-V,Exl,Sc,Side,0,19353 mi,74614725,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2025,Acura,Integra,,Sc,All Over,0,6416 mi,65051315,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2019,Chevrolet,Camaro,Lt,Nr,Side,0,28228 mi,66675375,[PREMIUM],,Ca - Mentone,CA,,,[PREMIUM]
2017,Bmw,X5,Sdrive35I,Sc,Front End,0,98501 mi,67262265,[PREMIUM],,Ca - Mentone,CA,,,[PREMIUM]
2022,Nissan,Altima,Sr,Sc,Rear End,0,36432 mi,95197885,[PREMIUM],2026-04-10,Ca - Redding,CA,,,[PREMIUM]
2017,Jaguar,Xe,,Sc,Front End,0,96287 mi,78835395,[PREMIUM],2026-04-17,Ca - Redding,CA,,,[PREMIUM]
2025,Chevrolet,All Models,K2500 Heavy Duty Lt,Sc,Front End,0,13688 mi,74710855,[PREMIUM],2026-04-22,Medium Duty Specialty Sale,CA,,,[PREMIUM]
2025,Chevrolet,Suburban,C1500 Rst,Sc,Front End,0,0 mi,95959975,[PREMIUM],2026-04-13,Ca - Adelanto,CA,,,[PREMIUM]
2021,Chrysler,Pacifica,Touring L,Sc,Front End,0,98459 mi,79486825,[PREMIUM],2026-04-13,Ca - Adelanto,CA,,,[PREMIUM]
2023,Chrysler,Pacifica,Hybrid Limited,Sc,Side,0,0 mi,74704075,[PREMIUM],,Ca - Adelanto,CA,,,[PREMIUM]
2025,Tesla,Model 3,,Sc,Side,0,11446 mi,73315435,[PREMIUM],2026-04-13,Ca - Adelanto,CA,,,[PREMIUM]
2023,Honda,Accord,Ex,Sc,Side,0,63274 mi,77440555,[PREMIUM],,Ca - Napa,CA,,,[PREMIUM]
2019,Honda,Accord,Touring,Sc,Front End,0,73075 mi,76786375,[PREMIUM],,Ca - Napa,CA,,,[PREMIUM]
2025,Tesla,Model 3,,Sc,Side,0,11814 mi,73490465,[PREMIUM],,Ca - Napa,CA,,,[PREMIUM]
2018,Dodge,Caravan,Gt,Sc,Front End,0,123928 mi,46959626,[PREMIUM],,Ca - Napa,CA,,,[PREMIUM]
2015,Infiniti,Q50,Premium,Sc,Front End,0,125971 mi,79481115,[PREMIUM],2026-04-15,Ca - Long Beach,CA,,,[PREMIUM]
2022,Tesla,Model Y,,Sc,Rear End,0,63222 mi,79483975,[PREMIUM],2026-04-15,Ca - Long Beach,CA,,,[PREMIUM]
2022,Chevrolet,Malibu,Lt,Sc,Undercarriage,0,64574 mi,79063195,[PREMIUM],2026-04-15,Ca - Long Beach,CA,,,[PREMIUM]
2023,Tesla,Model 3,,Sc,Rear End,0,74361 mi,75892565,[PREMIUM],2026-04-15,Ca - Long Beach,CA,,,[PREMIUM]
2021,Tesla,Model 3,,Sc,Front End,0,112626 mi,75872465,[PREMIUM],2026-04-03,Ca - Long Beach,CA,,,[PREMIUM]
2019,Infiniti,Q50,Luxe,Sc,Vandalism,0,0 mi,75076985,[PREMIUM],,Ca - Long Beach,CA,,,[PREMIUM]
2025,Nissan,Versa,S,Dv,All Over,0,23092 mi,47809116,[PREMIUM],2026-04-14,*Ncs - Pacific Region,CA,,,[PREMIUM]
2017,Porsche,Boxster,,Dv,All Over,0,51918 mi,47807006,[PREMIUM],2026-04-07,*Ncs - Pacific Region,CA,,,[PREMIUM]
2015,Jaguar,F-Type,S,Dv,All Over,0,75576 mi,46903276,[PREMIUM],2026-04-14,*Ncs - Pacific Region,CA,,,[PREMIUM]
2016,Ford,Mustang,Gt,Dv,All Over,0,41700 mi,46722366,[PREMIUM],2026-04-14,*Ncs - Pacific Region,CA,,,[PREMIUM]
2018,Ford,Fusion,S Hybrid,Sc,Rear End,0,18448 mi,79844615,[PREMIUM],2026-04-15,Ca - Sun Valley,CA,,,[PREMIUM]
2022,Tesla,Model Y,,Sc,Front End,0,121212 mi,79655725,[PREMIUM],2026-04-15,Ca - Sun Valley,CA,,,[PREMIUM]
2019,Hyundai,Sonata,Se,Sc,Front End,0,63350 mi,78271855,[PREMIUM],2026-04-15,Ca - Sun Valley,CA,,,[PREMIUM]
2025,Tesla,Model 3,,Sc,Front End,0,2010 mi,77684815,[PREMIUM],2026-04-15,Ca - Sun Valley,CA,,,[PREMIUM]
2019,Tesla,Model 3,,Sc,Side,0,132714 mi,77181695,[PREMIUM],2026-04-15,Ca - Sun Valley,CA,,,[PREMIUM]
2025,Toyota,Camry,Xse,Sc,Side,0,13964 mi,74497365,[PREMIUM],2026-04-15,Ca - Sun Valley,CA,,,[PREMIUM]
2024,Tesla,Model Y,,Sc,Front End,0,33096 mi,72861365,[PREMIUM],2026-04-15,Ca - Sun Valley,CA,,,[PREMIUM]
2023,Kia,Forte,Lx,Sc,Front End,0,32200 mi,72805845,[PREMIUM],2026-04-15,Ca - Sun Valley,CA,,,[PREMIUM]
2018,Toyota,Avalon,,Sc,Front End,0,180065 mi,41909166,[PREMIUM],2026-04-15,Ca - Sun Valley,CA,,,[PREMIUM]
2018,Jeep,Wrangler,Sport,Sc,Front End,0,58516 mi,99600525,[PREMIUM],,Ca - Antelope,CA,,,[PREMIUM]
2017,Acura,Mdx,,Sc,Front End,0,44684 mi,93923765,[PREMIUM],2026-04-07,Ca - Antelope,CA,,,[PREMIUM]
2017,Toyota,Prius,,Sc,Minor Dent/Scratches,0,58435 mi,78529155,[PREMIUM],2026-04-07,Ca - Antelope,CA,,,[PREMIUM]
2022,Nissan,Leaf,S,Sc,Front End,0,29644 mi,77714185,[PREMIUM],,Ca - Antelope,CA,,,[PREMIUM]
2015,Honda,Civic,Lx,Sc,Front End,0,113008 mi,75986715,[PREMIUM],,Ca - Antelope,CA,,,[PREMIUM]
2016,Toyota,Corolla,L,Sc,Front End,0,143659 mi,74842025,[PREMIUM],2026-04-07,Ca - Antelope,CA,,,[PREMIUM]
2020,Kia,Optima,Lx,Sc,Rear End,0,69071 mi,74090355,[PREMIUM],2026-04-02,Ca - Antelope,CA,,,[PREMIUM]
2017,Kia,Sorento,Lx V6,Sc,Front End,0,99574 mi,47766356,[PREMIUM],,Ca - Antelope,CA,,,[PREMIUM]
2025,Subaru,Crosstrek,Wilderness,Sc,Front End,0,31305 mi,46566696,[PREMIUM],,Ca - Antelope,CA,,,[PREMIUM]
2016,Kia,Optima,Lx Turbo,Sc,Front End,0,88736 mi,41799786,[PREMIUM],,Ca - Antelope,CA,,,[PREMIUM]
2016,Tesla,Model S,,Sc,Front End,0,0 mi,43400820,[PREMIUM],2026-04-10,Ca - Van Nuys,CA,,,[PREMIUM]
2015,Toyota,4Runner,Sr5,Sc,Front End,0,134629 mi,99376925,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2024,Honda,Civic,Lx,Sc,Side,0,55565 mi,96383545,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2022,Honda,Civic,Sport,Sc,Front End,0,73467 mi,90708815,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2020,Land Rover,Discovery Sport,S,Sc,Front End,0,80510 mi,79647475,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2019,Nissan,Frontier,S,Sc,Front End,0,150390 mi,79272095,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2019,Honda,Civic,Lx,Sc,Side,0,87414 mi,77828495,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2024,Bmw Motorrad,4 Series,,Sc,Rear End,0,11362 mi,76738525,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2019,Gmc,Acadia,Sle,St,Vandalism,0,60228 mi,76445575,[PREMIUM],,Ca - Mentone,CA,,,[PREMIUM]
2020,Hyundai,Accent,Se,Sc,Undercarriage,0,0 mi,47100036,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2019,Kia,Sorento,Lx V6,Nr,Vandalism,0,0 mi,41653316,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2017,Jeep,Grand Cher,Sport,Ct,Rear End,0,130826 mi,75060415,[PREMIUM],,Ca - Redding,CA,,,[PREMIUM]
2015,Chevrolet,All Models,K2500 Heavy Duty Ltz,Sc,Front End,0,434391 mi,94801395,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2021,Subaru,Crosstrek,,Ct,Front End,0,77860 mi,77425795,[PREMIUM],,Ca - Redding,CA,,,[PREMIUM]
2022,Mitsubishi,Mirage,G4 Es,Sc,Front End,0,81112 mi,75697125,[PREMIUM],,Ca - Redding,CA,,,[PREMIUM]
2026,Toyota,Corolla,Le,Sc,Front End,0,4589 mi,76674235,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2023,Niss,Frontier,Sv,Sc,Rear End,0,26979 mi,72699955,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2021,Ford,F150,Supercrew,Sc,Front End,0,87708 mi,46210746,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2017,Honda,Civic,,Sc,Front End,0,113970 mi,46762916,[PREMIUM],,Ca - Redding,CA,,,[PREMIUM]
2016,Toyota,Tacoma,Trd Off-Road,Sc,Rear End,0,93012 mi,41840656,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2016,Hyundai,Sonata,Se,Nr,Vandalism,0,124630 mi,72805915,[PREMIUM],2026-04-01,Ca - Long Beach,CA,,,[PREMIUM]
2015,Honda,Accord,Sport,Sc,Side,0,138755 mi,47136636,[PREMIUM],2026-04-01,Ca - Long Beach,CA,,,[PREMIUM]
2016,Chev,Express,,Dv,Minor Dent/Scratches,0,175595 mi,47345726,[PREMIUM],2026-04-06,Medium Duty Clean Title Sale,CA,,,[PREMIUM]
2015,Toyota,Prius,Two,Sc,Front End,0,132763 mi,45548796,[PREMIUM],2026-04-02,Ca - Antelope,CA,,,[PREMIUM]
2019,Jayco,Slide In,,S2,Top/Roof,0,0 mi,47800666,[PREMIUM],2026-04-13,Ca - San Bernardino,CA,,,[PREMIUM]
2018,Jeep,Cherokee,Laredo,Dv,Minor Dent/Scratches,0,113473 mi,47400386,[PREMIUM],2026-04-09,Ca - San Bernardino,CA,,,[PREMIUM]
2017,Kia,Forte,Lx,Dv,Minor Dent/Scratches,0,121358 mi,46373776,[PREMIUM],2026-04-02,Ca - San Bernardino,CA,,,[PREMIUM]
2016,Chevrolet,Malibu,Lt,Dv,Front End,0,127864 mi,46229866,[PREMIUM],2026-04-13,Ca - San Bernardino,CA,,,[PREMIUM]
2021,Volvo,Vn,Vnl,Dv,All Over,0,1007183 mi,46039256,[PREMIUM],2026-03-31,Heavy-Trailer-Rv Clean Sale,CA,,,[PREMIUM]
2015,Kia,Optima Hyb,Base,Dv,Minor Dent/Scratches,0,154491 mi,46776436,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2016,Nissan,Versa,S Plus,Dv,Rear End,0,102793 mi,46542646,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2015,Toyota,Corolla,S,Sc,Rear End,0,140680 mi,45888976,[PREMIUM],,Ca - Mentone,CA,,,[PREMIUM]
2022,Dodge,Challenger,Gt,Sc,Front End,0,3767 mi,76128105,[PREMIUM],2026-04-15,Ca - Long Beach,CA,,,[PREMIUM]
2017,Nissan,Sentra,S,Sc,Side,0,66486 mi,78525565,[PREMIUM],2026-04-15,Ca - Long Beach,CA,,,[PREMIUM]
2017,Subaru,Crosstrek,Premium,Sc,Rear End,0,63309 mi,46939246,[PREMIUM],2026-04-03,Ca - Long Beach,CA,,,[PREMIUM]
2020,Jeep,Gladiator,,Sc,Front End,0,55112 mi,47043986,[PREMIUM],,Ca - Sun Valley,CA,,,[PREMIUM]
2015,Honda,Fit,Ex,Sc,Front End,0,170317 mi,75185605,[PREMIUM],2026-04-01,Ca - Sun Valley,CA,,,[PREMIUM]
2015,Mini,Cooper,S Countryman,Sc,Front End,0,57192 mi,47706456,[PREMIUM],2026-04-01,Ca - Sun Valley,CA,,,[PREMIUM]
2017,Acura,Mdx,Sport Hybrid Advance,Sc,Front End,0,97436 mi,73549855,[PREMIUM],,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2023,Hyundai,Santa Fe,Se,Sc,Rear End,0,29809 mi,73875575,[PREMIUM],2026-04-02,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2023,Tesla,Model Y,,Sc,Rollover,0,48901 mi,78465665,[PREMIUM],,Ca - San Diego,CA,,,[PREMIUM]
2024,Toyota,Rav4 Hybrid,Xle,Sc,Front End,0,28225 mi,78422595,[PREMIUM],2026-03-31,Ca - San Diego,CA,,,[PREMIUM]
2023,Volvo,Xc40,Ultimate,Sc,Front End,0,15017 mi,78399125,[PREMIUM],2026-04-03,Ca - San Diego,CA,,,[PREMIUM]
2022,Mercedes-Benz,Gt-Class,43,Sc,Front End,0,48149 mi,73517945,[PREMIUM],,Ca - San Diego,CA,,,[PREMIUM]
2018,Kia,Sportage,Ex,Sc,Front End,0,121464 mi,47930886,[PREMIUM],2026-03-31,Ca - San Diego,CA,,,[PREMIUM]
2021,Toyota,Corolla,Le,Sc,Rear End,0,128662 mi,47772586,[PREMIUM],2026-03-31,Ca - San Diego,CA,,,[PREMIUM]
2023,Bmw,X1,Xdrive28I,Sc,Front End,0,29926 mi,47836796,[PREMIUM],2026-03-31,Ca - San Diego,CA,,,[PREMIUM]
2019,Ford,F450 Supe,Super Duty,Dv,Front End,0,175990 mi,47608416,[PREMIUM],2026-04-13,Medium Duty Clean Title Sale,CA,,,[PREMIUM]
2026,Tesla,Model Y,,Sc,Front End,0,22758 mi,47433996,[PREMIUM],,Ca - San Diego,CA,,,[PREMIUM]
2019,Toyota,Yaris,Le,Ac,Front End,0,112532 mi,47278936,[PREMIUM],2026-04-10,Ca - San Diego,CA,,,[PREMIUM]
2015,Chevrolet,Tahoe,C1500 Ltz,Sc,Front End,0,127250 mi,47451146,[PREMIUM],2026-04-03,Ca - San Diego,CA,,,[PREMIUM]
2026,Toyota,Corolla,Se,Ct,Front End,0,8857 mi,46917926,[PREMIUM],2026-04-06,Rental Vehicle Sale,CA,,,[PREMIUM]
2017,Hyundai,Accent,Se,Dv,Front End,0,165841 mi,46770816,[PREMIUM],2026-04-10,Ca - San Diego,CA,,,[PREMIUM]
2025,Ford,Escape,St Line,Ct,Front End,0,17269 mi,47199056,[PREMIUM],2026-04-01,Rental Vehicle Sale,CA,,,[PREMIUM]
2024,Toyota,Sienna,Xle 7-Passenger,Sc,Rear End,0,48119 mi,46936646,[PREMIUM],2026-04-14,Ca - San Diego,CA,,,[PREMIUM]
2018,Hyundai,Elantra,Sel,Dv,Front End,0,167012 mi,46066796,[PREMIUM],2026-04-10,Ca - San Diego,CA,,,[PREMIUM]
2015,Chevrolet,Silverado,K1500 Lt,Sc,Rear End,0,117193 mi,46521196,[PREMIUM],2026-03-31,Ca - San Diego,CA,,,[PREMIUM]
2015,Bmw,3 Series,Xi,Sc,Front End,0,0 mi,46332626,[PREMIUM],2026-03-31,Ca - San Diego,CA,,,[PREMIUM]
2024,Toyota,Tundra,Platinum,Sc,Rear End,0,91190 mi,46499286,[PREMIUM],2026-03-31,Ca - San Diego,CA,,,[PREMIUM]
2020,Hyundai,Elantra,Sel,Sc,Front End,0,87038 mi,41803746,[PREMIUM],2026-03-31,Ca - San Diego,CA,,,[PREMIUM]
2015,Toyota,Camry,Se,Sc,Front End,0,166796 mi,45866226,[PREMIUM],2026-03-31,Ca - San Diego,CA,,,[PREMIUM]
2018,Honda,Civic,Exl,Sc,Front End,0,28798 mi,45951886,[PREMIUM],2026-03-31,Ca - San Diego,CA,,,[PREMIUM]
2017,Hyundai,Ioniq,Blue,Dv,Minor Dent/Scratches,0,122562 mi,41673386,[PREMIUM],2026-04-14,Ca - San Diego,CA,,,[PREMIUM]
2020,Toyota,Corolla,Le,Sc,Rear End,0,56988 mi,46045976,[PREMIUM],2026-04-14,Ca - San Diego,CA,,,[PREMIUM]
2017,Hyundai,Sonata,Base,Dv,Minor Dent/Scratches,0,178098 mi,45705386,[PREMIUM],2026-04-10,Ca - San Diego,CA,,,[PREMIUM]
2018,Toyota,Sienna,Xle 8-Passenger,Sc,Front End,0,151722 mi,45790636,[PREMIUM],2026-04-03,Ca - San Diego,CA,,,[PREMIUM]
2016,Chevrolet,Colorado,Lt,Sc,Front End,0,158448 mi,45820576,[PREMIUM],2026-04-03,Ca - San Diego,CA,,,[PREMIUM]
2016,Hyundai,Elantra,Se,Dv,Front End,0,112483 mi,41621666,[PREMIUM],2026-04-10,Ca - San Diego,CA,,,[PREMIUM]
2017,Chevrolet,Spark,Ls,Sc,Front End,0,125820 mi,59234875,[PREMIUM],2026-04-02,Ca - San Bernardino,CA,,,[PREMIUM]
2020,Toyota,Prius,,Sc,Rear End,0,130695 mi,93124355,[PREMIUM],2026-04-13,Ca - Adelanto,CA,,,[PREMIUM]
2023,Tesla,Model 3,,Sc,Side,0,61779 mi,90354475,[PREMIUM],2026-04-13,Ca - Adelanto,CA,,,[PREMIUM]
2020,Mercedes-Benz,Cla-Class,250,Sc,Front End,0,60489 mi,82544065,[PREMIUM],2026-04-13,Ca - Adelanto,CA,,,[PREMIUM]
2019,Bmw,X3,Xdrive30I,Nr,Water/Flood,0,0 mi,78728115,[PREMIUM],2026-04-02,Ca - Napa,CA,,,[PREMIUM]
2019,Ford,F450 Supe,Super Duty,Sc,Water/Flood,0,71382 mi,78508305,[PREMIUM],2026-04-15,Medium Duty Specialty Sale,CA,,,[PREMIUM]
2021,Toyota,Corolla,Le,Sc,Front End,0,71332 mi,78185975,[PREMIUM],2026-04-09,Ca - Napa,CA,,,[PREMIUM]
2015,Hyundai,Elantra,Limited,Sc,Vandalism,0,89811 mi,46211966,[PREMIUM],2026-04-02,Ca - Napa,CA,,,[PREMIUM]
2016,Mazda,Cx-5,Touring,Sc,Front End,0,65956 mi,41665976,[PREMIUM],2026-04-06,Ca - Napa,CA,,,[PREMIUM]
2015,Lincoln,Mkz,,Nr,Side,0,85398 mi,79408405,[PREMIUM],2026-04-03,Ca - Long Beach,CA,,,[PREMIUM]
2016,Jeep,Patriot,Latitude,Sc,Front End,0,101565 mi,96256845,[PREMIUM],2026-04-16,Ca - Antelope,CA,,,[PREMIUM]
2017,Jaguar,Xe,Premium,Sc,Side,0,0 mi,77787715,[PREMIUM],2026-04-02,Ca - Antelope,CA,,,[PREMIUM]
2020,Lexus,Nx,Base,Sc,Front End,0,102644 mi,47304416,[PREMIUM],2026-04-14,Ca - Antelope,CA,,,[PREMIUM]
2015,Volkswagen,Jetta,Tdi,Sc,Front End,0,176194 mi,46918446,[PREMIUM],2026-04-14,Ca - Antelope,CA,,,[PREMIUM]
2017,Toyota,Corolla,Le,Sc,Rear End,0,96660 mi,45989826,[PREMIUM],2026-04-02,Ca - Antelope,CA,,,[PREMIUM]
2017,Nissan,Altima,2.5 S,Sc,Side,0,122159 mi,41663256,[PREMIUM],2026-04-14,Ca - Antelope,CA,,,[PREMIUM]
2023,Tesla,Model Y,,Sc,Front End,0,0 mi,99282495,[PREMIUM],,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2025,Subaru,Crosstrek,Premium,Sc,Front End,0,1462 mi,79820465,[PREMIUM],2026-04-02,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2017,Maserati,All Other,Sport,Sc,Side,0,23902 mi,79646775,[PREMIUM],2026-04-02,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2015,Volkswagen,Beetle,1.8T,Sc,Front End,0,158253 mi,78763795,[PREMIUM],,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2025,Audi,Q6 E-Tron,Sportback Premium,Sc,Front End,0,8829 mi,76980555,[PREMIUM],,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2020,Nissan,Sentra,Sv,Sc,Front End,0,101332 mi,76043385,[PREMIUM],2026-04-09,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2020,Honda,Civic,Lx,Sc,Side,0,0 mi,75688625,[PREMIUM],2026-04-02,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2017,Porsche,Macan,,Sc,Rear End,0,95272 mi,72609005,[PREMIUM],2026-04-02,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2015,Honda,Civic,Exl,Sc,Rear End,0,119145 mi,47985436,[PREMIUM],2026-04-02,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2017,Ford,Escape,Se,Sc,Front End,0,104350 mi,47528976,[PREMIUM],2026-04-02,Ca - Rancho Cucamonga,CA,,,[PREMIUM]
2021,Toyota,Tacoma,Double Cab,Sc,Front End,0,64619 mi,84591525,[PREMIUM],2026-04-01,Ca - Sun Valley,CA,,,[PREMIUM]
2023,Tesla,Model X,,Sc,Side,0,59901 mi,98282825,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2021,Lexus,Is,F Sport,Sc,Rear End,0,58535 mi,79837695,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2022,Kia,Ev6 Light,Light,Sc,Front End,0,89061 mi,78660125,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2023,Honda,Civic,Lx,Sc,Front End,0,112808 mi,78535205,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2021,Chrysler,Pacifica,Touring L,Sc,Front End,0,46615 mi,78205865,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2015,Ford,Focus,Se,Dv,Minor Dent/Scratches,0,123106 mi,72699385,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2020,Lexus,Nx,Base,Sc,Front End,0,95894 mi,47627616,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2015,Chevrolet,Malibu,Ls,Sc,Front End,0,67025 mi,42021226,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2018,Mitsubishi,Outlander,Es,Sc,Front End,0,139248 mi,79832205,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2019,Nissan,Sentra,S,Sc,Side,0,106549 mi,79559195,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2022,Dodge,Challenger,R,Sc,Front End,0,59989 mi,79403725,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2017,Infiniti,Qx30,Luxury,Da,Minor Dent/Scratches,0,82495 mi,47904216,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2021,Ram,1500,Big Horn,Sc,Rear End,0,73988 mi,47411406,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2021,Hyundai,Tucson,Ultimate,Sc,Front End,0,0 mi,46930556,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2017,Volvo,S60,Platinum,Sc,Front End,0,146483 mi,47008386,[PREMIUM],,Ca - Redding,CA,,,[PREMIUM]
2016,Ford,Cmax,Premium Sel,Sc,Rear End,0,148067 mi,45975156,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2022,Toyota,Rav4 Hybrid,Xse,Sc,Side,0,31615 mi,41654446,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2018,Toyota,Camry,Se,Sc,Front End,0,61811 mi,78131165,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2016,Jeep,Grand Cher,Limited,Sc,Rear End,0,112684 mi,77730265,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2018,Tesla,Model 3,,Sc,Rear End,0,79575 mi,77628525,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2017,Lexus,Rx350,350 Base,Sc,Front End,0,74856 mi,76472775,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2025,Toyota,Camry,Xse,Sc,Rear End,0,77741 mi,76411605,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2015,Mazda,6,Touring,Sc,Rollover,0,138661 mi,75515555,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2024,Honda,Hr-V,Sport,Sc,Rear End,0,21386 mi,72584425,[PREMIUM],2026-04-15,Ca - Mentone,CA,,,[PREMIUM]
2025,Ford,Maverick,Xl,Sc,Rear End,0,808 mi,64743195,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2019,Toyota,Prius,Le,Sc,Front End,0,134611 mi,47127796,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2015,Mazda,3,Touring,Sc,Front End,0,141984 mi,46221906,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2022,Chrysler,300,Touring,Sc,Rear End,0,33365 mi,41787136,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2019,Subaru,Legacy,2.5I Premium,Sc,Water/Flood,0,67621 mi,98654955,[PREMIUM],2026-04-10,Ca - Redding,CA,,,[PREMIUM]
2022,Toyota,Camry,Se,Sc,Front End,0,41145 mi,79949815,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2015,Mazda,Cx-5,Gt,Dv,Minor Dent/Scratches,0,61683 mi,47617286,[PREMIUM],2026-03-27,Ca - Redding,CA,,,[PREMIUM]
2018,Toyota,Corolla,Le,Sc,Front End,0,0 mi,46178036,[PREMIUM],2026-04-03,Ca - Redding,CA,,,[PREMIUM]
2019,Mini,Cooper,,Nr,Rollover,0,0 mi,33733139,[PREMIUM],2026-03-30,Ca - Adelanto,CA,,,[PREMIUM]
2022,Honda,Hr-V,Ex,Sc,Front End,0,50477 mi,92070795,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2025,Toyota,Grand High,Le,Sc,Rear End,0,943 mi,90069235,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2025,Toyota,Corolla,Se,Sc,Rear End,0,7675 mi,79757075,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2017,Honda,Civic,Lx,Sc,Rear End,0,103763 mi,78560575,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
2025,Kia,K4 Gt-Line,Gt-Line Turbo,Sc,Front End,0,794 mi,78275155,[PREMIUM],,Ca - Mentone,CA,,,[PREMIUM]
2024,Hyundai,Ioniq,Limited,Sc,Rear End,0,22275 mi,77869175,[PREMIUM],,Ca - Mentone,CA,,,[PREMIUM]
2021,Tesla,Model Y,,Sc,Front End,0,109005 mi,76821405,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2017,Honda,Civic,Touring,Sc,Side,0,94659 mi,47016376,[PREMIUM],2026-04-08,Ca - Mentone,CA,,,[PREMIUM]
2025,Honda,Accord,Hybrid Sport,Sc,Top/Roof,0,567 mi,97854345,[PREMIUM],2026-04-01,Ca - Mentone,CA,,,[PREMIUM]
